06/04,Monday:19:00,match,Week 1,Haste,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67910","Haste"),Pilot 2,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/60096","Pilot 2"),Toe Tag,Toe Tag,TC Ballieveldert,The Rickrollers
01/04,Wednesday:19:00,scrim,Week 1,Haste,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67910","Haste"),Pilot 2,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/60096","Pilot 2"),Toe Tag,Toe Tag,TC Ballieveldert,The Rickrollers
13/04,Monday:19:00,match,Week 2,Pilot 2,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/60096","Pilot 2"),Jardim,Jardim,Catch-22 NLTP Edition,Catch-22 NLTP Edition,TC Ballieveldert,The Snipes Watch
08/04,Wednesday:19:00,scrim,Week 2,Pilot 2,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/60096","Pilot 2"),Jardim,Jardim,Catch-22 NLTP Edition,Catch-22 NLTP Edition,TC Ballieveldert,The Snipes Watch
20/04,Monday:19:00,match,Week 3,Jardim,Jardim,Transilio 2020,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67148","Transilio 2020"),Cache 2.0,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/66857","Cache 2.0"),TC Ballieveldert,Millball FC
15/04,Wednesday:19:00,scrim,Week 3,Jardim,Jardim,Transilio 2020,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67148","Transilio 2020"),Cache 2.0,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/66857","Cache 2.0"),TC Ballieveldert,Millball FC
27/04,Monday:19:00,match,Week 4,Transilio 2020,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67148","Transilio 2020"),Copper,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/69217","Copper"),Asido,Asido,TC Ballieveldert,Ballmeiras
22/04,Wednesday:19:00,scrim,Week 4,Transilio 2020,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67148","Transilio 2020"),Copper,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/69217","Copper"),Asido,Asido,TC Ballieveldert,Ballmeiras
04/05,Monday:19:00,match,Week 5,Copper,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/69217","Copper"),Market,Market,Toe Tag,Toe Tag,TC Ballieveldert,Hidejuke Split
29/04,Wednesday:19:00,scrim,Week 5,Copper,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/69217","Copper"),Market,Market,Toe Tag,Toe Tag,TC Ballieveldert,Hidejuke Split
11/05,Monday:19:00,match,Week 6,Market,Market,Worm,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/68338","Worm"),Catch-22 NLTP Edition,Catch-22 NLTP Edition,TC Ballieveldert,Dexs Midnight Jukers
06/05,Wednesday:19:00,scrim,Week 6,Market,Market,Worm,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/68338","Worm"),Catch-22 NLTP Edition,Catch-22 NLTP Edition,TC Ballieveldert,Dexs Midnight Jukers
18/05,Monday:19:00,match,Week 7,Worm,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/68338","Worm"),Haste,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67910","Haste"),Cache 2.0,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/66857","Cache 2.0"),TC Ballieveldert,Ballton Wanderers
13/05,Wednesday:19:00,scrim,Week 7,Worm,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/68338","Worm"),Haste,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/67910","Haste"),Cache 2.0,=HYPERLINK("http://unfortunate-maps.jukejuice.com/show/66857","Cache 2.0"),TC Ballieveldert,Ballton Wanderers
25/05,Monday:19:00,match,Prelim,Merald,http://unfortunate-maps.jukejuice.com/show/66941,Willow,http://unfortunate-maps.jukejuice.com/show/71009,Atomic,https://static.koalabeast.com/images/maps/Atomic-small.png,TC Ballieveldert,Millball FC
20/05,Wednesday:19:00,scrim,Prelim,Merald,http://unfortunate-maps.jukejuice.com/show/66941,Willow,http://unfortunate-maps.jukejuice.com/show/71009,Atomic,https://static.koalabeast.com/images/maps/Atomic-small.png,TC Ballieveldert,Millball FC
01/06,Monday:19:00,match,Semi Finals,?,?,?,?,???,???,TC Ballieveldert,
27/05,Wednesday:19:00,scrim,Semi Finals,?,?,?,?,???,???,TC Ballieveldert,
08/06,Monday:19:00,match,Final,???,???,???,???,???,???,TC Ballieveldert,
03/06,Wednesday:19:00,scrim,Final,???,???,???,???,???,???,TC Ballieveldert,
